,brick row,shoe column,shoe row,results
703,18,1,10,1.3608863856472577e-07
704,18,1,11,1.5968827569493943e-07
705,18,1,12,1.8863152213170476e-07
706,18,1,13,2.244386259166591e-07
707,18,1,14,2.6915790466922615e-07
708,18,1,15,3.255882212138016e-07
709,18,1,16,3.976092704253002e-07
710,18,1,17,4.906859876208935e-07
711,18,1,18,6.126540312600606e-07
712,18,1,2,4.571201697441867e-08
713,18,1,3,5.1600768572481576e-08
714,18,1,4,5.8469101453030465e-08
715,18,1,5,6.65189989565597e-08
716,18,1,6,7.600304088511863e-08
717,18,1,7,8.723901463236375e-08
